SourceFile,cust.GPSLatt,cust.GPSLong,cust.author,cust.MediaDate,cust.GPSAlt,suggested.SourceFile,suggested.cust.GPSLatt,suggested.cust.GPSLong,suggested.cust.GPSAlt,suggested.time.diff
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/03.06.2013.mov,NA,NA,authS,2013-05-03T08:46:45Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0496.JPG,54.1253333333333,36.5218333333333,NA,24.3211111111111
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/03.06.2013_1.mov,NA,NA,authS,2013-05-03T08:50:42Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0496.JPG,54.1253333333333,36.5218333333333,NA,24.3869444444444
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0042.mov,NA,NA,authS,2013-01-27T09:40:07Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0044.JPG,56.008,37.8381666666667,170.3533333,0.0872222222222222
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0300.mov,NA,NA,authS,2013-03-31T09:09:21Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0298.JPG,55.9135,37.5541666666667,NA,0.0283333333333333
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0427.mov,NA,NA,authS,2013-04-15T18:00:49Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0426.JPG,55.9045,37.5391666666667,178.0075758,1.3125
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0431.mov,NA,NA,authS,2013-04-18T15:36:29Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0433.JPG,55.9155,37.7761666666667,NA,0.111111111111111
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0432.mov,NA,NA,authS,2013-04-18T15:41:23Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0433.JPG,55.9155,37.7761666666667,NA,0.0294444444444444
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0434.mov,NA,NA,authS,2013-04-18T15:46:19Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0433.JPG,55.9155,37.7761666666667,NA,0.0527777777777778
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0436.mov,NA,NA,authS,2013-04-18T15:51:39Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0433.JPG,55.9155,37.7761666666667,NA,0.141666666666667
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0507.mov,NA,NA,authS,2013-05-10T11:03:22Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0509.JPG,36.8593333333333,31.0143333333333,10.89746094,29.0030555555556
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0508.mov,NA,NA,authS,2013-05-10T11:06:34Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0509.JPG,36.8593333333333,31.0143333333333,10.89746094,28.9497222222222
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0571.mov,NA,NA,authS,2013-06-03T17:24:02Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0575.JPG,54.1321666666667,36.5116666666667,206.4553191,95.4397222222222
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0572.mov,NA,NA,authS,2013-06-03T17:25:55Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0575.JPG,54.1321666666667,36.5116666666667,206.4553191,95.4083333333333
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0573.mov,NA,NA,authS,2013-06-03T17:27:04Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0575.JPG,54.1321666666667,36.5116666666667,206.4553191,95.3891666666667
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0713.mov,NA,NA,authS,2013-07-01T18:09:50Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0715.JPG,42.704,27.7933333333333,34.43859649,13.2558333333333
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0714.mov,NA,NA,authS,2013-07-01T18:16:19Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0715.JPG,42.704,27.7933333333333,34.43859649,13.1477777777778
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0730.mov,NA,NA,authS,2013-07-04T11:46:51Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0728.MOV,42.7036,27.7926,34.224,20.7175
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0731.mov,NA,NA,authS,2013-07-04T11:57:13Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0728.MOV,42.7036,27.7926,34.224,20.8902777777778
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0742.mov,NA,NA,authS,2013-07-05T10:11:26Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0749.JPG,42.703,27.7931666666667,28.00207469,5.87805555555556
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0743.mov,NA,NA,authS,2013-07-05T10:16:59Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0749.JPG,42.703,27.7931666666667,28.00207469,5.78555555555556
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0744.mov,NA,NA,authS,2013-07-05T10:23:58Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0749.JPG,42.703,27.7931666666667,28.00207469,5.66916666666667
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0767.mov,NA,NA,authS,2013-07-06T15:14:20Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0766.MOV,42.7031,27.7944,15.538,0.0575
/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0768.mov,NA,NA,authS,2013-07-06T19:20:16Z,NA,/Volumes/baz2tb/Baz/Pictures/Other/__iPhone Sergey/img0/IMG_0766.MOV,42.7031,27.7944,15.538,4.15638888888889
